# 2154 French Physicians, Military Men and Executives. Serie E, volume 1 : from 1901 to 1963 
# http://cura.free.fr/gauq/902gdE1.html
# 沒有地點的經緯度！
# NUM	  PRO      NAME              	             DAY   MON   YEA     H        CITY                     COD

1969    MI       TANGUY Victor                   06    07    1915    04:00    Plougastel-Daoulas        29
1970    PH       TAPERNOUX Armand                16    05    1899    01:00    La Chapelle en Ver        26
1971    PH       TAPIE Jean                      28    10    1888    01:40    St Girons                 09
1972    EX       TARASCON Paul                   08    12    1882    12:00    Le Thor                   84
1973    EX       TARAYRE André                   05    04    1915    03:00    Auzits                    12
1974    PH     - TARDY Fernand                   12    07    1904    20:00    Louchy-Montfand           03
1975    MI       TARDY Jean                      19    03    1920    03:00    Bourgoin-Jallieu          38
1976    EX       TAUSSAT Robert                  09    08    1914    06:00    Pont-du-Château           63
1977    EX       TAUVERON Marcel                 14    05    1899    21:00    Yzeure                    03
1978    MI       TAVERNIER Paul                  29    07    1913    07:00    Hasnon                    59
1979    PH     + TAYEAU Francis                  24    11    1913    06:30    Boulogne sur Mer          62
1980    MI     L TEITGEN Pierre-Henri            29    05    1908    13:00    Rennes                    35
1981    EX       TENOT Frank                     31    10    1925    04:30    Mulhouse                  68
1982    EX       TEPPE Julien                    24    08    1910    12:00    St Etienne du Bois        01
1983    PH       TERMET Hubert                   06    06    1924    22:00    Lyon 6ème                 69
1984    MI       TERRAMORSI Albert               12    05    1906    18:00    Vinon sur Verdon          83
1985    PH       TERRASSE Jean                   05    01    1906    11:00    Clermont-Ferrand          63
1986    EX       TERRY Jacques                   08    08    1931    11:00    St Martin des Bes         14
1987    PH     - TERTRE Jean (DUTARTE)           17    01    1926    18:00    Calais                    62
1988    MI       TESSON Fernand                  07    10    1906    14:30    Limoges                   87
1989    EX       TESSON Philippe                 01    03    1928    22:00    Wassigny                  02
1990    PH       TEYSSIER Raymond                06    03    1911    16:00    Montpellier               34
1991    MI       THABAUB Jacques                 06    09    1910    01:30    Neuvy St Sépulchre        36
1992    MI       THEN Jacques                    12    06    1909    17:00    Fontenay-aux-Roses        92
1993    MI       THERY René                      24    06    1891    21:00    Nantes                    44
1994    EX       THEVENET René                   05    05    1926    05:00    Oullins                   69
1995    EX       THIBAULT Claude                 11    08    1934    08:30    Nogent sur Marne          94
1996    EX       THIERRY Michel                  24    07    1928    10:15    Foulayronnes              47
1997    PH     - THIERS Frédéric                 04    07    1908    10:00    Crest                     26
1998    PH     - THIERY Jean-Pierre              31    03    1889    02:30    Remiremont                88
1999    PH     + THIEULIN Gustave                20    07    1903    06:00    Emanville                 76
2000    PH     - THIRIEZ Hubert                  29    08    1924    17:00    Loos lez Lille            59
2001    MI       THIRY Jean                      30    05    1913    21:00    Reims                     51
2002    MI       THOMAS Abel                     18    07    1920    09:00    Fontenay-le-Comte         85
2003    PH     + THOMAS André                    04    04    1905    07:00    Besançon                  25
2004    PH     - THOMAS Guy                      24    05    1916    02:00    Bourmont                  52
2005    PH     - THOMAS Raymond                  14    08    1905    16:00    Grasse                    06
2006    EX       THOMAS Raymond                  27    11    1906    15:00    St André de Cruz          07
2007    MI     * THOMASSIN François Achille      03    04    1827    17:00    Metz                      57
2008    MI     * THOMAZO Jean Robert             14    01    1904    10:00    Dax                       64
2009    PH       THOME Maurice                   20    12    1916    21:00    Sarlat                    24
2010    MI     * THORNTON Léon                   25    02    1821    16:00    Nantes                    44
2011    MI       THOULOUZE André                 05    02    1920    15:00    Pézenas                   34
2012    MI       THOUVENOT Stéphane              14    07    1909    03:00    Nantes                    44
2013    EX       THUILLIER Raymond               11    01    1897    22:00    Chambéry                  73
2014    EX       TIQUET-REMONT René              17    03    1898    11:00    Bapaume                   62
2015    PH       TINGAUD René                    30    09    1913    00:00    Benest                    16
2016    MI       TISON Jean                      07    11    1919    01:00    Denain                    59
2017    PH     - TISSANDIER Maurice              23    11    1917    14:00    Charlieu                  42
